source_system,source_occ_code,source_occ_title,census_occ_code_range,soc_major_group_code,soc_major_group_title,occ22_id,occ22_label,is_military_excluded,notes
SOC_2018_DETAIL,17-2021,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-2031,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-2041,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-2051,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-2061,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-2070,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-2081,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-2110,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-2121,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-2131,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-2141,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-2151,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-2161,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-2171,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-2199,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-3011,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-301X,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-3023,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-302X,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,17-3031,,,17-0000,Architecture and Engineering Occupations,4,Architecture and Engineering Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-1010,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-1020,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-1030,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-1040,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-1099,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-2010,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-2021,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-2030,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-2041,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-204X,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-2099,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-3011,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-3022,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-3033,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-3034,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-303X,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-3041,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-3051,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-3090,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-4010,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-4021,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-4031,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-4040,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-4051,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-4061,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-40XX,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,19-5010,,,19-0000,"Life, Physical, and Social Science Occupations",5,"Life, Physical, and Social Science Occupations",false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,21-1011,,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,21-1012,,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,21-1013,,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,21-1014,,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,21-1015,,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,21-1019,,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,21-1021,,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,21-1022,,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,21-1023,,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,21-1029,,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,21-1092,,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,21-1093,,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,21-109X,,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,21-2011,,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,21-2021,,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,21-2099,,,21-0000,Community and Social Service Occupations,6,Community and Social Service Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,23-1011,,,23-0000,Legal Occupations,7,Legal Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,23-1012,,,23-0000,Legal Occupations,7,Legal Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,23-1020,,,23-0000,Legal Occupations,7,Legal Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,23-2011,,,23-0000,Legal Occupations,7,Legal Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,23-2093,,,23-0000,Legal Occupations,7,Legal Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,23-2099,,,23-0000,Legal Occupations,7,Legal Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,25-1000,,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,25-2010,,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,25-2020,,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,25-2030,,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,25-2050,,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,25-3041,,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,25-30XX,,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,25-4010,,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,25-4022,,,25-0000,Educational Instruction and Library Occupations,8,Educational Instruction and Library Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
